source_record_id,reason,shop_code,folder_type,doc_grp,business_type,action_code,business_date
6062924298000176860394,PGD 2310 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2310,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-23
6054117900876838302,PGD 4827 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4827,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
6066069626776833554,PGD 4114 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4114,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
6063763837600176851118,PGD 9322 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9322,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-23
7681978076819780,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-23
6054253800076829918,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
6062150790976835420,Không map được loại chứng từ: HĐ ký gửi tài sản,8605,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
6060326426976833730,PGD 4827 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4827,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
5121019570576835858,Trùng parent_document_code trong nguồn Oracle,2005,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-23
6068999609200176855450,PGD 2311 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2311,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-23
5028309386476836842,Trùng parent_document_code trong nguồn Oracle,1048,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-23
6068910042000176851436,PGD 1284 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1284,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-23
6061767511376837054,PGD 2310 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2310,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
6067100653600176853769,PGD 5552 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5552,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-23
7681772776817727,PGD 2308 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2308,Chứng từ Vận hành hàng ngày,Phiếu thu,Nhận quỹ,,2026-06-23
7682750076827500,PGD 2310 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2310,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-23
7682929176829291,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-23
6066069626776833546,PGD 4114 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4114,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-23
7682164676821646,PGD 5738 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5738,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-23
6066069626700176854879,PGD 4114 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4114,Chứng từ Vận hành hàng ngày,"Phiếu yêu cầu miễn giảm (nếu có), Phiếu yêu cầu miễn giảm (nếu có)",Miễn giảm đóng HĐ,MIEN_GIAM_DONG_HD,2026-06-23
6064006126200176859489,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-23
5117734131176834482,Trùng parent_document_code trong nguồn Oracle,9203,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-23
