source_record_id,reason,shop_code,folder_type,doc_grp,business_type,action_code,business_date
6066938339900173397660,PGD 2304 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2304,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6031103544200173398405,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Vận hành hàng ngày,Phiếu thu đóng hợp đồng,Đóng hợp đồng chủ động,DONG_HD_CD,2026-06-01
6059685255173382015,PGD 1288 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1288,Chứng từ Vận hành hàng ngày,"Biên bản bàn giao TS cầm cố, Thỏa thuận sử dụng TS, Biên bản bàn giao TS cho mượn, HDCC, Giấy đề nghị, Bản cam kết TS riêng, Phiếu chi giải ngân, HĐUQ bản F88 in, Giấy nhận nợ",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6056065313873407651,PGD 1287 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1287,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS, Giấy đề nghị",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6069303124500173407830,Không map được loại chứng từ: Mục đích sử dụng vốn cho khoản vay trên 100 triệu (MB yêu cầu),4436,Chứng từ Ngân hàng hàng ngày,Mục đích sử dụng vốn cho khoản vay trên 100 triệu (MB yêu cầu),Giải ngân MB,GIAI_NGAN_MB,2026-06-01
6012947693573385965,PGD 5737 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5737,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7335770773357707,PGD 5435 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5435,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
7335223373352233,PGD 9322 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9322,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6060347095400173390943,PGD 7767 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7767,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6053496993473417162,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6027606502073419449,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7335503373355033,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
5125816930873399924,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7335808273358082,PGD 5244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5244,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6055096472573414779,Không map được loại chứng từ: HĐ ký gửi tài sản,1007,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6055096472573414790,Không map được loại chứng từ: HĐ ký gửi tài sản,1007,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6035041250973379920,PGD 4826 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4826,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6050503869673377339,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6058689242673404703,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6069706160500173398724,PGD 5132 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5132,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
7335668773356687,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6059685255176873393496,PGD 1288 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1288,Chứng từ Vận hành hàng ngày,Phiếu thu đóng hợp đồng,Đóng hợp đồng chủ động,DONG_HD_CD,2026-06-01
7334254573342545,PGD 6731 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6731,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6059685255176873393494,PGD 1288 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1288,Chứng từ Vận hành hàng ngày,"Phiếu yêu cầu miễn giảm (nếu có), Phiếu yêu cầu miễn giảm (nếu có)",Miễn giảm đóng HĐ,MIEN_GIAM_DONG_HD,2026-06-01
6056065313873407590,PGD 1287 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1287,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6055653493873409985,Trùng parent_document_code trong nguồn Oracle,5508,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6069052612600173398097,PGD 4114 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4114,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
7334806973348069,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,Phiếu thu,Thu khác,,2026-06-01
6050344925900173408162,PGD 8245 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8245,Chứng từ Vận hành hàng ngày,Phiếu thu đóng hợp đồng,Đóng hợp đồng chủ động,DONG_HD_CD,2026-06-01
6051437685873395182,PGD 2303 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2303,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7334745073347450,PGD 9322 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9322,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
7336091873360918,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6065576990900173397189,PGD 9221 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9221,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6011461201573390742,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6061541520800173397333,PGD 2306 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2306,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
7335110473351104,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Vận hành hàng ngày,Phiếu thu,Nhận quỹ,,2026-06-01
6056145102173385969,PGD 7767 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7767,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6069655443300173397804,PGD 9221 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9221,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
7334639373346393,PGD 8245 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8245,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
7334736473347364,PGD 9221 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9221,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6029058375073418393,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7336095273360952,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6060874157900173402622,PGD 5552 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5552,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6050670799273379326,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6035041250973379920,Trùng parent_document_code trong nguồn Oracle,4806,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6056166800373392456,PGD 1287 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1287,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Bản cam kết TS riêng, Phiếu chi giải ngân, Ủy quyền epay, HĐUQ bản F88 in",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6054362423273414421,PGD 5132 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5132,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6064431513300173408703,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6056065313800173406733,PGD 1287 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1287,Chứng từ Vận hành hàng ngày,Phiếu thu đóng hợp đồng,Đóng hợp đồng chủ động,DONG_HD_CD,2026-06-01
5125816930873399764,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6050670799273379392,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
5082080046873377696,Trùng parent_document_code trong nguồn Oracle,4505,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS",Đóng HĐCC nợ xấu chủ động,DONG_HDCC_CDNX,2026-06-01
6054952527873408633,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6056145102173385984,PGD 7767 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7767,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7335320073353200,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6053902742673390592,Trùng parent_document_code trong nguồn Oracle,5663,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6054362423273414431,PGD 5132 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5132,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6043633951673411635,PGD 5132 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5132,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6067342989100173411669,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6043633951673411621,PGD 5132 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5132,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6011461201573390730,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6051437685800173399294,PGD 2303 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2303,Chứng từ Vận hành hàng ngày,Phiếu thu đóng hợp đồng,Đóng hợp đồng chủ động,DONG_HD_CD,2026-06-01
6031331241573398274,Không map được loại chứng từ: HĐ ký gửi tài sản,1050,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6058689242673404637,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6064146895100173412260,PGD 7767 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7767,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
5031357131173413659,Không map được loại chứng từ: HĐ ký gửi tài sản,7951,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7335098173350981,PGD 2305 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2305,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6065506852600173405753,PGD 1286 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1286,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6031103544273393513,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6037637639173418586,PGD 1286 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1286,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7333905073339050,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
7334995173349951,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,Phiếu thu,Nhận quỹ,,2026-06-01
5112831553873406353,Trùng parent_document_code trong nguồn Oracle,8627,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6067350501100173393397,PGD 5435 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,5435,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6067003882200173391508,PGD 8025 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8025,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6051437685873395242,PGD 2303 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2303,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS, Giấy đề nghị",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7335655073356550,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6054952527873408613,PGD 8135 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8135,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6050344925900173408160,PGD 8245 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8245,Chứng từ Vận hành hàng ngày,"Phiếu yêu cầu miễn giảm (nếu có), Phiếu yêu cầu miễn giảm (nếu có)",Miễn giảm đóng HĐ,MIEN_GIAM_DONG_HD,2026-06-01
6050344925973409418,PGD 8245 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8245,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6068309381100173415462,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6035041250973379930,PGD 4826 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,4826,Chứng từ Vận hành hàng ngày,"BB tất toán/thanh lý, Phiếu thu đóng hợp đồng, Biên bản chấm dứt thỏa thuận sử dụng TS và hoàn trả TS, Giấy đề nghị",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7334105673341056,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6056166800373392463,PGD 1287 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1287,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Bản cam kết TS riêng",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
7334356873343568,PGD 8631 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8631,Chứng từ Vận hành hàng ngày,"Phiếu chi, Biên lai / Phiếu yêu cầu dịch vụ/ Giấy nộp tiền (theo từng đơn vị chuyển tiền)",Chuyển quỹ,,2026-06-01
6053496993473417734,PGD 6219 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,6219,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6027606502073419443,PGD 2302 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,2302,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6067609249400173395603,PGD 8516 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8516,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6064490344700173413421,PGD 8244 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,8244,Chứng từ Ngân hàng hàng ngày,"Mục đích vốn (nếu có phát sinh bản giấy), Xác nhận người thụ hưởng không có TKNH với (HĐ vay 100 triệu), Chứng từ thu nhập + Năng lực tài chính (khi CIMB yêu cầu)",Giải ngân CIMB,GIAI_NGAN_CIMB,2026-06-01
6034092020273397488,Trùng parent_document_code trong nguồn Oracle,4435,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
5031357131173413595,Không map được loại chứng từ: HĐ ký gửi tài sản,7951,Chứng từ Vận hành hàng ngày,HĐ ký gửi tài sản,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6056065313800173406731,PGD 1287 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1287,Chứng từ Vận hành hàng ngày,"Phiếu yêu cầu miễn giảm (nếu có), Phiếu yêu cầu miễn giảm (nếu có)",Miễn giảm đóng HĐ,MIEN_GIAM_DONG_HD,2026-06-01
6050289800473390458,PGD 9221 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9221,Chứng từ Vận hành hàng ngày,"Giấy đề nghị, Phiếu chi giải ngân, Ủy quyền epay",Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6050289800473390565,PGD 9221 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,9221,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-01
6059347170373514740,PGD 7767 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,7767,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-02
6045474697773515559,PGD 1286 chưa tồn tại hoặc là PGD chỉ dùng cho mượn chứng từ,1286,Chứng từ Vận hành hàng ngày,Giấy đề nghị,Đóng HĐCC chủ động,DONG_HDCC_CD,2026-06-02
